"","x"
"883",6261.5865438295
"884",6367.00203798709
"885",6428.20891561751
"886",6493.71054274835
"887",6632.57179519528
"888",6845.77313564279
"889",6893.52856238307
"890",6985.53638847066
"891",7221.11394848861
"892",7368.09685415435
"893",7411.46722710804
"894",7610.06680911966
"895",7757.88001932
"896",7963.06076286644
"897",8073.20782345211
"898",7944.14300401726
"899",7872.42610483314
"900",7448.58669989299
"901",7349.88213351505
"902",7003.14834081164
"903",6931.33308815257
"904",6648.55508023354
"905",6509.16355932085
"906",6441.70337699151
"907",6026.20956431849
"908",5577.43210591836
"909",5213.58557973084
"910",5098.75428686361
"911",5093.72705797391
"912",5528.0560290701
"913",5298.07774777947
"914",4922.17835317276
"915",4747.68924660834
"916",4719.29686463455
"917",4615.11811513604
"918",4607.33361150203
"919",4506.61233690597
"920",4554.98768800965
"921",4457.09911431254
"922",4517.50323619227
"923",4661.36053521309
"924",5254.81957287382
"925",5457.90818330501
"926",5810.62216037341
"927",6004.23777847567
"928",5984.25867963357
"929",6179.92350059759
"930",6324.47201714489
"931",6190.90948201936
"932",6232.38962079397
"933",6244.19658215699
"934",6348.03172129344
"935",6322.71208037645
"936",6164.42787636146
"937",6368.44145100836
"938",6478.64795532902
"939",6691.49319098878
"940",6804.05123878182
"941",6774.23544009992
"942",6996.43822157082
"943",7079.9205912226
"944",7116.39512122487
"945",7223.03330849734
"946",7301.054134855
"947",7048.38044793535
"948",6729.01454223399
"949",6671.89884058142
"950",6449.20784889198
"951",6426.14091425883
"952",6227.05131114053
"953",6210.15046063204
"954",6134.97044000377
"955",5942.21349415879
"956",5490.73079859631
"957",5303.33255239863
"958",5075.97189172388
"959",5144.03626162351
"960",5448.2386265127
"961",5293.00314183347
"962",4813.23292564349
"963",4735.72795056793
"964",4714.30870574043
"965",4480.417654808
"966",4429.64354959123
"967",4415.14248694567
"968",4551.49810030039
"969",4559.63531537648
"970",4735.72166357107
"971",4832.26123284794
"972",5334.99892595065
"973",5571.54161578389
"974",5918.74691558739
"975",6186.24440673727
"976",6116.77444972192
"977",6375.87148344394
"978",6316.41274527666
"979",6308.87247754625
"980",6296.82333727221
"981",6321.52231123211
"982",6329.00748866825
"983",6327.67337020933
"984",6319.58051651073
"985",6297.53397758924
"986",6323.34491786896
"987",6416.58111318619
"988",6333.51034467589
"989",6503.34654598182
"990",6479.19321081561
"991",6544.5295094577
"992",6466.04254798025
"993",6645.78568320334
"994",6813.9644173805
"995",6814.17240484295
"996",6619.47150516238
"997",6630.11014658108
"998",6412.88104131257
"999",6167.95669846185
"1000",6019.35694497568
"1001",5887.37085989864
"1002",5817.86668158276
"1003",5532.43147152489
"1004",5225.00670757759
"1005",4947.61096659933
"1006",4945.14508879646
"1007",4885.16682281662
"1008",5357.75187557498
"1009",5062.57981659396
"1010",4655.81120188531
"1011",4511.95434629256
"1012",4539.08133412902
"1013",4348.90797006808
"1014",4327.73126495693
"1015",4320.77406729928
"1016",4299.81632278357
"1017",4359.76765439657
"1018",4558.66116593817
"1019",4709.53002713192
"1020",5056.38371263315
"1021",5112.47641115523
"1022",5537.56214176873
"1023",5802.80001017813
"1024",5802.01148468128
"1025",6023.93960291879
"1026",5996.59863116368
"1027",6045.23399029565
"1028",6043.04978249988
"1029",6033.23936488679
"1030",6099.85639047606
"1031",6081.43150989197
"1032",6081.42308233576
"1033",6022.77830365424
"1034",5930.87846039687
"1035",6027.36037607322
"1036",5949.07824009036
"1037",5927.65954452941
"1038",5813.3036068909
"1039",5881.39580760501
"1040",5826.05697856177
"1041",5804.52086179664
"1042",5688.4749334863
"1043",5812.71703592071
"1044",5621.61101789084
"1045",5639.86287104109
"1046",5458.60929402445
"1047",5396.17500797428
"1048",5322.76871245442
"1049",5268.78120741686
"1050",5307.36311635705
"1051",5082.20733015536
"1052",4898.80554991683
"1053",4644.21617324193
"1054",4760.51461374148
"1055",4690.28666267911
"1056",5149.87451371938
"1057",4449.94285229045
"1058",4770.96201069699
"1059",4333.85769099112
"1060",4279.97440546483
"1061",4058.96949642926
"1062",3987.84873578529
"1063",3874.91554130847
"1064",3952.48994681181
"1065",3904.1293585803
"1066",3970.86575589032
"1067",4022.89417532692
"1068",4179.31156239835
"1069",4244.45267730967
"1070",4388.87301342731
"1071",4518.94998203622
"1072",4496.91949726815
"1073",4666.44484241053
"1074",4721.48839908369
"1075",4748.09483451405
"1076",4727.79651888844
"1077",4715.9327662325
"1078",4700.11075366469
"1079",4653.4657209064
"1080",4598.40739703522
"1081",4545.37282652642
"1082",4470.87691493895
"1083",4550.04599402384
"1084",4491.95372053281
"1085",4537.13329618085
"1086",4558.01115738848
"1087",4605.66059578171
"1088",4721.60093225927
"1089",4798.88025801857
"1090",4818.2360207433
"1091",4847.04895563084
"1092",4843.49355137968
"1093",4811.1954339779
"1094",4751.33471783685
"1095",4664.04425032891
"1096",4601.64406182435
"1097",4642.63647783827
"1098",4720.01207032062
"1099",4574.91255567092
"1100",4453.84911750132
"1101",4234.81578684635
"1102",4236.27651354434
"1103",4306.87440196204
"1104",4782.95294519096
"1105",4565.19624967157
"1106",4154.77633180992
"1107",4010.54886439704
"1108",3905.45994440935
"1109",3807.04202897118
"1110",3759.66719229144
"1111",3735.44920880331
"1112",3764.89575894278
"1113",3750.40310741295
"1114",3809.08181509285
"1115",3842.91270283082
"1116",3907.15115721293
"1117",3879.1450256072
"1118",3916.42016868292
"1119",4113.42851762802
"1120",4014.98266679312
"1121",4165.5655926284
"1122",4265.88223505456
"1123",4376.99911458813
"1124",4346.21073299006
"1125",4459.82905119441
"1126",4398.41369481206
"1127",4392.42674209366
"1128",4407.36132813149
"1129",4424.43433766063
"1130",4434.37153461701
"1131",4402.89920550438
"1132",4415.17017437921
"1133",4465.1746490777
"1134",4491.0444526275
"1135",4551.15816222493
"1136",4606.2117852664
"1137",4677.80076600275
"1138",4705.66378063129
"1139",4796.09053290754
"1140",4827.19996589447
"1141",4826.98714422196
"1142",4739.12165736619
"1143",4657.75349825884
"1144",4559.94628769348
"1145",4574.21372272598
"1146",4729.49979508007
"1147",4567.99392201484
"1148",4346.48920557234
"1149",4176.64213550428
"1150",4166.66117454927
"1151",4237.16334405255
"1152",4646.89783915446
"1153",4981.10995549212
"1154",3814.84728825302
"1155",3966.73758457998
"1156",3896.8744848213
"1157",3797.38280340119
"1158",3728.61007120179
"1159",3730.78463662984
"1160",3788.07197124287
"1161",3830.68751326161
"1162",3931.56035443989
"1163",4091.37223712751
"1164",4413.31347993901
"1165",4523.49661460335
"1166",4836.97488588817
"1167",4997.08292444601
"1168",4890.64830017167
"1169",4984.78177797212
"1170",5022.36308152538
"1171",4982.45481640968
"1172",5033.21275352164
"1173",5028.10515145274
"1174",5069.7558304956
"1175",5051.90752546311
"1176",5068.50433256607
"1177",5030.21643903436
"1178",5006.66730808255
"1179",5030.95760538884
"1180",5047.4978164851
"1181",5124.3083066501
"1182",5175.69374705936
"1183",5288.62162833093
"1184",5358.24255870427
"1185",5408.84928927758
"1186",5397.94537622977
"1187",5282.51178261953
"1188",5199.24018410498
"1189",5122.43914922716
"1190",5038.96761326584
"1191",4949.34850648178
"1192",4776.15560178947
"1193",4851.00793839511
"1194",4910.40513190703
"1195",4640.76464124323
"1196",4432.27268352306
"1197",4205.8020501695
"1198",4192.19836573511
"1199",4220.47337640151
"1200",4659.87873869597
"1201",4535.78472208026
"1202",4065.72437101895
"1203",3940.78683590969
"1204",3846.06829674932
"1205",3810.14666047702
"1206",3707.94514094905
"1207",3663.39552763777
"1208",3760.91196351299
"1209",3740.6143758405
"1210",3812.0355725968
"1211",3737.83474016394
"1212",3899.98027030447
"1213",3847.35315293974
"1214",4028.55983144725
"1215",4151.85676361192
"1216",4047.10639975603
"1217",4203.93796365979
"1218",4251.26424666242
