"","V1"
"703",-227.655902096743
"704",-303.426620274964
"705",-385.232412333356
"706",-472.738744369911
"707",-617.380048005409
"708",-717.611470946312
"709",-840.67457060868
"710",-902.144878834826
"711",-921.330360813087
"712",-883.293005560372
"713",-756.670901961921
"714",-681.284826778469
"715",-737.821146383658
"716",-755.491184032119
"717",-610.575561489719
"718",-476.569819421858
"719",-28.3543245144901
"720",172.983373526218
"721",560.954869885946
"722",510.898044274634
"723",509.581827608653
"724",425.20923371037
"725",348.583770305874
"726",261.047391187985
"727",241.893808127871
"728",195.156794017792
"729",160.081490985279
"730",95.9945664790935
"731",23.9958054985141
"732",-58.4010689176721
"733",3.45275582130489
"734",44.7749614452232
"735",-69.07019742185
"736",-83.8220948351282
"737",-73.0787048821476
"738",-96.0398063782714
"739",-149.029596146363
"740",-179.498183205495
"741",-193.009751898197
"742",-209.032948553991
"743",-206.655733701467
"744",-170.752093952512
"745",-202.731273304694
"746",-202.90134045219
"747",-174.977878514085
"748",-177.165437496898
"749",-155.934343422788
"750",-147.608856780061
"751",-126.874968414413
"752",-88.6078402186413
"753",-105.310607500281
"754",-92.0485270345707
"755",-145.655808987392
"756",-233.387367555628
"757",-359.384514672784
"758",-415.522524811568
"759",-480.709093993689
"760",-429.905930366604
"761",-293.15083034154
"762",-235.264266702966
"763",-223.6322904524
"764",-243.865898186797
"765",-131.345373843075
"766",60.2340907953012
"767",574.392488855462
"768",801.042641249299
"769",700.883970995907
"770",624.179856561391
"771",548.887077642478
"772",488.109060566581
"773",438.849735684667
"774",362.351489386629
"775",303.808475861479
"776",210.654920085334
"777",125.23642577746
"778",50.3801313247782
"779",-65.7136981536842
"780",-210.3308504856
"781",-276.022015104184
"782",-314.069003635092
"783",-413.407046318702
"784",-355.574993763614
"785",-303.670288482881
"786",-252.392169775537
"787",-247.664287194906
"788",-180.436194928797
"789",-47.17151512081
"790",90.9616752694428
"791",176.675992055114
"792",275.998031736263
"793",374.919139993525
"794",488.231844170895
"795",576.42116333893
"796",696.883155621583
"797",779.048108855272
"798",905.692381923631
"799",1038.13060864965
"800",1165.48825688738
"801",1221.86282593412
"802",1297.38969825533
"803",1330.83530733818
"804",1311.44538682611
"805",1213.77927658635
"806",1103.7623576796
"807",916.987593120795
"808",825.593937071845
"809",845.844258471956
"810",798.318752695417
"811",626.832039474003
"812",515.37379528413
"813",523.264411366655
"814",621.20937298439
"815",1018.42935194204
"816",1123.73784922345
"817",486.722415615505
"818",421.572218650736
"819",357.132167390991
"820",302.006371429406
"821",257.099444584204
"822",220.254456674862
"823",175.066245043295
"824",133.769717302851
"825",172.711159055591
"826",215.818389578239
"827",401.892353648471
"828",501.147941628313
"829",745.535140568139
"830",932.472813383083
"831",974.526402194781
"832",1093.75772634275
"833",1200.67001061367
"834",1222.96468012654
"835",1296.21874663191
"836",1425.98331390031
"837",1643.59541417083
"838",1840.88762106199
"839",2006.37319693286
"840",2221.67938057111
"841",2436.19815546192
"842",2553.6226820477
"843",2708.53860756978
"844",2876.04261317551
"845",2991.36560435937
"846",3099.88455208165
"847",3126.31469644644
"848",3191.58210558129
"849",3125.38487283929
"850",2950.35896831631
"851",2589.17140649886
"852",2193.96849519537
"853",1874.01014140296
"854",1483.0222860786
"855",1159.99844470401
"856",941.978116285165
"857",868.924706791952
"858",709.418940628058
"859",510.975958368344
"860",355.985948963683
"861",329.869807581568
"862",460.533514687208
"863",855.198228390267
"864",937.577926911932
"865",775.773182502042
"866",696.848514377065
"867",674.361834104665
"868",614.517690607649
"869",546.521127164206
"870",483.315633033836
"871",452.396454831783
"872",400.198899134789
"873",429.669640058713
"874",448.636874808644
"875",610.501915372772
"876",716.380008477378
"877",886.021486566196
"878",1030.14554685563
"879",997.617954559894
"880",1091.80084078896
"881",1179.097730669
"882",1180.01033812214
"883",1240.21595206479
"884",1310.76594169901
"885",1389.99759286811
"886",1527.34372087872
"887",1730.81781777739
"888",1856.14733995812
"889",1966.92447635512
"890",2159.34258063051
"891",2313.48748094845
"892",2378.05602701873
"893",2491.87928047892
"894",2587.93435595831
"895",2701.23662470554
"896",2762.51227342233
"897",2646.7595014239
"898",2504.91437211914
"899",2137.7439806257
"900",1897.1947026729
"901",1571.8265004447
"902",1395.46535733145
"903",1175.60481847982
"904",1035.78439978179
"905",1005.96751130834
"906",804.834868777774
"907",537.301591295946
"908",302.05783356864
"909",248.92444375392
"910",333.507342559455
"911",748.027615610377
"912",863.899155941163
"913",747.922437942786
"914",658.961870334499
"915",647.875241587184
"916",602.566964970049
"917",576.141935598238
"918",483.343482110488
"919",431.866678099555
"920",295.846644778358
"921",204.529858622401
"922",185.244306988665
"923",464.991079882936
"924",628.485189992261
"925",829.276723745889
"926",970.28462045664
"927",947.274375635838
"928",1023.50783898566
"929",1110.78824261774
"930",1048.51699593534
"931",1040.67107193799
"932",1057.10151262319
"933",1137.14526545636
"934",1175.23479631111
"935",1101.68323686784
"936",1218.91767234722
"937",1340.9299098326
"938",1522.41291059115
"939",1652.65209998497
"940",1661.04391465558
"941",1769.31899305022
"942",1823.35401663376
"943",1814.16391366763
"944",1825.17441819831
"945",1822.783267376
"946",1613.02605309613
"947",1282.76938977935
"948",1088.25916344232
"949",856.25483771182
"950",752.581888750719
"951",610.833345985132
"952",583.948201273633
"953",591.489332524076
"954",548.436915347799
"955",342.305520988757
"956",242.284748727187
"957",174.594883926085
"958",296.541277325334
"959",649.244437608518
"960",783.517674096654
"961",616.560870899165
"962",563.137840092014
"963",578.905767349558
"964",456.568457201867
"965",378.830190295132
"966",317.133675284019
"967",339.573360478769
"968",296.58373672988
"969",320.010645290789
"970",313.781433658802
"971",544.396547566047
"972",708.370351237034
"973",910.052278676287
"974",1096.46061303764
"975",1064.46019016858
"976",1174.71219683317
"977",1151.91919916212
"978",1121.38193776798
"979",1100.67671428334
"980",1114.15389699726
"981",1140.34975756061
"982",1166.59608416253
"983",1191.40532916596
"984",1201.00389707842
"985",1230.48291311241
"986",1299.93465574478
"987",1265.04386686658
"988",1333.90629920627
"989",1316.55190709518
"990",1304.0566879184
"991",1204.63488613291
"992",1220.51155249489
"993",1285.88374161736
"994",1257.18636385015
"995",1085.38535329804
"996",990.025917129431
"997",807.466841827571
"998",578.532928353292
"999",423.716533108053
"1000",318.955977338444
"1001",301.013470987295
"1002",191.06852458142
"1003",49.7350473930546
"1004",-77.6980199249165
"1005",-16.9110470626629
"1006",81.6006654701223
"1007",525.156979138244
"1008",616.370560301079
"1009",470.140654588208
"1010",393.830440300798
"1011",422.796474264824
"1012",343.641937308157
"1013",294.470491738998
"1014",257.224233454274
"1015",184.29700380091
"1016",142.222692672613
"1017",178.446546582561
"1018",215.495324712146
"1019",363.568891107582
"1020",382.681035140686
"1021",576.2806229974
"1022",762.085377245587
"1023",771.459580575101
"1024",878.563874214208
"1025",872.300286570136
"1026",888.069028532258
"1027",889.945880195361
"1028",893.680696678311
"1029",951.709245008712
"1030",983.462817475754
"1031",1013.35337943888
"1032",1005.50685746891
"1033",951.81390807526
"1034",993.166350429237
"1035",950.14847667423
"1036",897.05559950617
"1037",773.017243092658
"1038",723.608984674212
"1039",623.544658729059
"1040",514.748916343868
"1041",349.11842291084
"1042",310.087710143751
"1043",138.622344228351
"1044",47.5671752594571
"1045",-108.819356382858
"1046",-212.612784749881
"1047",-268.121077244037
"1048",-286.406225101366
"1049",-199.706319431223
"1050",-231.54213922345
"1051",-262.400053085686
"1052",-332.091386511394
"1053",-173.496763510189
"1054",-41.8117269959803
"1055",405.383354092004
"1056",551.20092778977
"1057",894.752587020254
"1058",828.976209226254
"1059",799.140723052282
"1060",687.949140044415
"1061",585.804965647894
"1062",469.250151370282
"1063",419.578406693071
"1064",327.223502214511
"1065",251.430577763765
"1066",189.726298487018
"1067",172.210447076662
"1068",137.296744260503
"1069",129.334000314151
"1070",151.739894648083
"1071",82.9786795631035
"1072",127.910978676647
"1073",147.838815569927
"1074",162.36240909236
"1075",149.657560082022
"1076",148.47415717693
"1077",150.54801368787
"1078",143.410480934891
"1079",122.373596035274
"1080",98.3633700193441
"1081",49.0705565281578
"1082",81.2870845025855
"1083",46.6973684550785
"1084",39.2968560071758
"1085",18.115218761347
"1086",-3.17180614946028
"1087",13.6497880469715
"1088",15.7048370724688
"1089",-24.109796769133
"1090",-71.4593726448911
"1091",-132.778103115703
"1092",-207.120904776505
"1093",-287.429091962008
"1094",-370.577941549073
"1095",-418.675151966577
"1096",-368.282433772052
"1097",-235.737585789715
"1098",-195.261083219811
"1099",-162.6389794825
"1100",-182.282273596024
"1101",-80.2712519213992
"1102",118.798891331219
"1103",602.548146859699
"1104",758.389333143999
"1105",634.921870768891
"1106",566.309135763565
"1107",514.807905385522
"1108",459.821603520476
"1109",405.954158075423
"1110",352.347952993985
"1111",306.797140016661
"1112",226.035941668847
"1113",158.709959216977
"1114",78.8463285930143
"1115",3.24531245898197
"1116",-122.17887947179
"1117",-227.276939093502
"1118",-208.33068049472
"1119",-320.275336380545
"1120",-312.549759826138
"1121",-272.851395812909
"1122",-203.77948610997
"1123",-197.057682742385
"1124",-118.13554237136
"1125",-108.276689615468
"1126",-94.3492039108232
"1127",-57.7404719222905
"1128",-21.2238996292563
"1129",10.3918561680794
"1130",-0.700679668515477
"1131",-6.81649055197795
"1132",-2.15952084311903
"1133",-15.7994851915073
"1134",-28.1600272006453
"1135",-46.626515535786
"1136",-64.4734848322405
"1137",-106.503438283033
"1138",-118.080995914048
"1139",-143.139726730342
"1140",-185.533899581666
"1141",-270.904177094721
"1142",-355.125180703565
"1143",-425.603949888782
"1144",-403.801532984659
"1145",-233.055063548806
"1146",-189.584348704393
"1147",-220.374771217625
"1148",-236.036657110582
"1149",-139.149617641384
"1150",54.8918299534489
"1151",495.208354978939
"1152",671.813455918845
"1153",72.0946810597343
"1154",-3.95880456637497
"1155",-22.5020943983345
"1156",-79.6310813438367
"1157",-137.341154085552
"1158",-187.889245304956
"1159",-205.780520161055
"1160",-249.880073541353
"1161",-268.94162234452
"1162",-259.237349794493
"1163",-130.6663136139
"1164",-95.3136259409139
"1165",40.2706977750559
"1166",126.405517949595
"1167",35.056274205288
"1168",13.0847833829866
"1169",0.594267771168234
"1170",-47.8138500087543
"1171",-37.4625607033249
"1172",-31.1007630384056
"1173",11.1085727293421
"1174",33.2980177234012
"1175",68.8808318085976
