"","V1"
"97063",4213.23085568293
"97064",4096.0977126792
"97065",4013.24586663739
"97066",4177.25683055144
"97067",4282.47618760653
"97068",4577.32937122787
"97069",4815.14733189418
"97070",5409.54086508445
"97071",5804.04434467132
"97072",6200.24708978823
"97073",6539.95592767879
"97074",6558.12136143446
"97075",6186.26739651607
"97076",5907.18507218667
"97077",5524.04649381126
"97078",4898.56528715105
"97079",5152.97462469109
"97080",4788.98384852843
"97081",4765.97065321974
"97082",4937.98650889965
"97083",4946.90162359568
"97084",5134.50570196992
"97085",5125.24890524096
"97086",4964.70529290324
"97087",5044.3725208398
"97088",5135.97940726597
"97089",5412.17799622024
"97090",5772.74511148012
"97091",6255.9524299784
"97092",6532.51217780236
"97093",6929.22569984502
"97094",6683.33945924992
"97095",6502.61752731182
"97096",6303.8279579856
"97097",6278.44712702698
"97098",6027.63302869555
"97099",5848.18244357998
"97100",5746.5756353829
"97101",5444.42026641522
"97102",5238.27933266296
"97103",5113.92041961324
"97104",5249.02822236072
"97105",5004.15493645247
"97106",4765.55531086954
"97107",4492.49740726172
"97108",4431.53746076047
"97109",4237.03518101189
"97110",4155.67882406349
"97111",4137.67872400255
"97112",4058.34813645859
"97113",4136.83515195414
"97114",4183.31688219459
"97115",4208.27596837478
"97116",4534.29582470367
"97117",4791.22679346655
"97118",5291.1959321284
"97119",5548.74127647322
"97120",5708.80769256908
"97121",6020.76908892376
"97122",6255.49119178639
"97123",6454.9525340892
"97124",6332.75623475909
"97125",6101.60663783827
"97126",6039.09561459866
"97127",5852.51828601867
"97128",5848.44290346746
"97129",5738.13918418503
"97130",5786.52017909033
"97131",5776.48985434596
"97132",5926.06577535189
"97133",5897.83283653991
"97134",5772.93180130235
"97135",5727.63076981472
"97136",5404.54432303032
"97137",5619.91493412491
"97138",6017.64022792366
"97139",6348.3639673669
"97140",6643.6302313324
"97141",6872.73588333195
"97142",6714.52591988951
"97143",6618.34534568308
"97144",6246.81255902968
"97145",6178.39269095728
"97146",5863.72481089932
"97147",5756.3444884251
"97148",5602.95403532549
"97149",5437.28375414935
"97150",5175.79774443118
"97151",5026.97443965974
"97152",5358.40977931724
"97153",4574.66192789775
"97154",5092.20765239107
"97155",4596.78411318801
"97156",4506.93257611377
"97157",4315.17903561899
"97158",4223.03703725392
"97159",4179.93742616002
"97160",4085.21903941063
"97161",4045.44870111581
"97162",4066.12536235142
"97163",3990.34502359165
"97164",4201.21176740603
"97165",4296.03087526838
"97166",4545.05490224753
"97167",4695.52772105317
"97168",4757.62023575211
"97169",5054.54627432043
"97170",5260.89721429927
"97171",5390.02739654327
"97172",5606.07764473412
"97173",5621.85089217425
"97174",5538.63916983234
"97175",5418.408126329
"97176",5544.71062412263
"97177",5428.72740121243
"97178",5377.10260958678
"97179",5401.98204489481
"97180",5273.42411798639
"97181",5510.10227164415
"97182",5565.14799761361
"97183",5581.87586765549
"97184",5690.331255368
"97185",5875.59760449549
"97186",5920.56788978375
"97187",6047.87019531537
"97188",6263.84844099631
"97189",6619.5419306671
"97190",6443.33619016993
"97191",6246.26631568552
"97192",6009.78021630909
"97193",5826.50429148004
"97194",5698.86160840738
"97195",5491.61282079373
"97196",5406.06112797045
"97197",5225.41857450078
"97198",5008.97362867713
"97199",4896.20907626449
"97200",5162.17619744305
"97201",4956.05821034397
"97202",4707.08894658672
"97203",4546.53882980358
"97204",4481.30269821016
"97205",4270.35662296448
"97206",4148.67036282674
"97207",4075.14936439502
"97208",4065.30450802828
"97209",3948.51304589979
